Cliente,Recencia,Frecuencia,Monto,Sexo,GSE,Edad
743,1,3,19.303,MAS,D,71
744,1,4,59.672,FEM,C3,71
745,2,2,7.843,MAS,E,73
746,1,4,36.924,FEM,D,73
747,3,3,83.104,MAS,D,69
748,1,1,1.506,MAS,C3,72
749,2,3,15.724,MAS,C3,67
750,1,9,42.863,FEM,C3,72
751,5,6,76.868,FEM,C3,71
752,6,1,2.874,FEM,C3,72
753,1,8,168.784,FEM,D,73
754,8,2,19.83,MAS,D,70
755,1,11,614.249,FEM,C3,70
756,1,5,49.018,MAS,D,71
757,2,5,30.507,FEM,ABC1,74
758,3,8,142.74,FEM,C3,71
759,1,3,14.911,MAS,C3,70
760,1,6,87.724,FEM,C3,72
761,2,11,608.078,FEM,C3,69
762,2,2,16.683,FEM,C3,70
763,1,12,434.882,FEM,C2,68
764,2,4,91.119,MAS,C2,70
765,3,8,100.175,FEM,D,74
766,1,10,156.176,FEM,D,78
767,2,5,22.963,MAS,C3,67
768,1,5,24.944,FEM,C3,77
769,2,6,74.855,MAS,ABC1,73
770,1,7,173.765,FEM,D,79
771,11,1,4.231,MAS,ABC1,72
772,1,12,651.603,FEM,C3,76
773,1,11,490.779,FEM,E,72
774,2,2,55.971,FEM,D,80
775,5,2,29.964,MAS,D,72
776,1,8,221.367,MAS,D,73
777,1,10,356.275,FEM,C3,75
778,2,4,31.05,FEM,C3,71
779,2,3,9.921,FEM,D,76
780,1,4,161.739,MAS,,72
781,1,4,49.65,MAS,C3,76
782,1,3,26.659,FEM,D,69
783,4,5,91.833,MAS,ABC1,72
784,1,10,110.309,FEM,D,72
785,1,12,168.975,FEM,E,77
786,4,6,50.821,MAS,E,72
787,2,8,119.245,MAS,C3,73
788,6,4,88.461,MAS,ABC1,71
789,1,5,44.585,MAS,C3,70
790,7,2,4.553,FEM,D,72
791,1,12,892.73,FEM,D,81
792,1,12,447.828,FEM,D,78
793,1,9,477.963,MAS,D,67
794,2,4,99.399,MAS,D,70
795,1,2,43.164,FEM,D,71
796,1,7,83.829,FEM,E,85
797,1,12,263.719,MAS,C3,72
798,7,3,10.488,FEM,ABC1,74
799,1,7,182.179,FEM,C3,72
800,4,6,227.94,MAS,ABC1,69
801,1,11,204.066,FEM,E,71
802,9,2,22.992,MAS,C3,67
803,1,3,16.527,MAS,,72
804,2,1,7.624,MAS,C3,71
805,1,7,251.892,MAS,C3,73
806,5,3,12.473,MAS,C3,71
807,6,4,39.849,MAS,C3,73
808,5,2,25.492,MAS,C3,72
809,1,4,63.921,FEM,ABC1,76
810,1,10,32.417,FEM,D,78
811,1,1,5.594,FEM,C3,67
812,11,1,33.773,FEM,D,83
813,1,8,255.299,MAS,C3,70
814,1,8,295.09,MAS,C3,72
815,1,12,599.636,FEM,E,79
816,7,4,38.127,MAS,C3,71
817,3,1,5.224,MAS,D,74
818,7,2,12.95,FEM,D,70
819,2,4,41.461,MAS,D,67
820,2,3,327.542,FEM,C3,71
821,2,6,67.261,MAS,C3,69
822,1,10,32.337,FEM,D,68
823,1,5,77.742,FEM,D,76
824,1,3,59.284,FEM,D,78
825,1,9,188.105,MAS,D,72
826,1,11,283.11,MAS,C3,72
827,1,4,37.418,FEM,D,74
828,2,7,112.476,MAS,E,70
829,1,4,116.025,MAS,C3,69
830,2,3,16.95,FEM,D,79
831,2,3,27.169,MAS,C3,68
832,4,4,28.706,FEM,ABC1,69
833,8,1,3.774,MAS,D,70
834,2,11,124.479,MAS,C3,69
835,1,12,413.528,FEM,C3,71
836,6,1,1.244,FEM,C3,78
837,1,11,380.533,FEM,E,70
838,1,4,102.397,MAS,D,73
839,3,3,70.578,MAS,D,68
840,1,11,427.666,MAS,C3,55
841,1,5,126.688,MAS,D,69
842,1,2,34.616,MAS,C3,72
843,4,1,17.666,MAS,C3,70
844,8,1,1.808,MAS,C3,68
845,7,1,10.244,MAS,,71
846,6,5,93.431,FEM,D,71
847,1,10,298.93,FEM,D,72
848,2,3,365.755,MAS,C2,67
849,1,11,255.616,MAS,C3,67
850,1,6,244.143,FEM,C3,71
851,7,1,5.076,FEM,C3,72
852,1,12,84.204,FEM,C3,76
853,1,7,81.746,FEM,E,66
854,1,1,8.186,FEM,ABC1,68
855,9,3,47.119,MAS,C3,67
856,2,7,60.953,FEM,C3,68
857,1,4,23.051,MAS,C3,69
858,1,6,238.39,FEM,ABC1,71
859,1,5,138.697,FEM,D,77
860,1,5,30.581,MAS,C3,69
861,1,7,62.952,MAS,C3,67
862,1,2,50.691,MAS,,72
863,1,2,15.327,FEM,C3,67
864,1,8,186.323,MAS,D,67
865,1,11,492.955,FEM,C3,72
866,1,12,566.713,MAS,C2,71
867,5,4,10.32,FEM,E,72
868,1,9,225.471,MAS,D,69
869,3,5,35.75,MAS,C3,73
870,1,1,12.416,FEM,D,70
871,1,6,185.261,MAS,C3,70
872,1,9,87.727,FEM,C3,73
873,1,6,68.666,FEM,C3,75
874,1,12,216.442,FEM,E,74
875,11,1,0.916,FEM,C3,69
876,1,5,115.893,FEM,E,76
877,1,9,65.813,FEM,C3,68
878,3,5,140.769,FEM,E,72
879,2,8,166.594,FEM,C3,72
880,4,1,6.874,FEM,C3,70
881,1,12,410.135,FEM,D,74
882,5,3,17.412,MAS,C3,67
883,3,3,43.232,FEM,D,71
884,2,7,102.406,MAS,C3,72
885,12,1,8.711,FEM,C2,70
886,5,1,7.071,MAS,D,69
887,1,7,72.51,MAS,ABC1,67
888,1,2,29.249,MAS,C3,65
889,6,1,1.227,FEM,C3,66
890,1,6,175.955,FEM,D,74
891,5,2,7.538,MAS,E,71
892,3,6,49.645,FEM,C3,73
893,3,4,92.915,FEM,ABC1,72
894,8,1,7.798,MAS,D,71
895,2,3,38.242,FEM,ABC1,72
896,1,2,28.547,FEM,D,84
897,1,5,156.055,FEM,ABC1,68
898,10,1,1.924,MAS,E,70
899,1,12,929.731,MAS,ABC1,69
900,1,12,270.595,FEM,E,73
901,3,8,259.215,MAS,C3,69
902,1,11,383.507,MAS,C3,70
903,1,2,6.333,FEM,E,73
904,2,1,19.455,FEM,,77
905,1,8,576.272,FEM,ABC1,74
906,7,1,11.597,FEM,C3,70
907,1,2,9.869,FEM,C3,67
908,1,6,51.199,MAS,D,67
909,7,2,8.064,FEM,C3,71
910,2,2,33.234,FEM,E,69
911,3,2,21.395,FEM,ABC1,74
912,2,9,280.515,MAS,C3,68
913,1,9,534.494,MAS,C2,67
914,3,7,142.19,FEM,E,74
915,3,2,35.766,FEM,C3,75
916,1,1,2.588,MAS,D,72
917,1,12,251.096,FEM,D,72
918,1,5,68.466,MAS,D,67
919,1,5,72.306,FEM,C3,64
920,5,1,1.732,MAS,C3,69
921,1,12,405.817,MAS,D,74
922,8,1,1.807,MAS,ABC1,73
923,5,3,34.176,MAS,C3,69
924,4,2,3.667,FEM,D,70
925,1,6,164.073,MAS,ABC1,68
926,1,8,108.167,FEM,E,79
927,1,3,19.933,FEM,D,74
928,2,6,81.69,FEM,C3,75
929,1,4,42.932,FEM,E,83
930,7,1,32.005,MAS,D,69
931,8,2,10.84,MAS,C3,71
932,1,12,643.476,FEM,E,82
933,1,10,187.329,MAS,C3,69
934,10,1,0.836,MAS,D,69
935,1,8,54.812,FEM,D,73
936,1,8,114.52,FEM,D,70
937,1,2,30.392,MAS,C3,67
938,2,2,12.252,MAS,D,72
939,1,3,26.579,FEM,C3,70
940,1,4,29.082,FEM,D,73
941,1,11,435.369,MAS,C3,70
942,2,3,5.647,FEM,,72
943,1,10,381.649,FEM,D,64
944,1,2,51.347,MAS,C3,68
945,2,4,85.664,FEM,C3,70
946,10,1,15.519,FEM,C3,70
947,2,2,10.101,MAS,ABC1,68
948,1,10,175.448,MAS,D,72
949,4,7,62.28,MAS,C3,73
950,6,3,119.008,MAS,ABC1,71
951,1,9,618.281,MAS,ABC1,70
952,1,8,98.497,FEM,D,74
953,2,4,64.399,MAS,E,75
954,1,5,37.357,MAS,C3,70
955,8,2,79.983,MAS,C3,68
956,3,2,14.819,MAS,ABC1,67
957,3,1,0.817,MAS,D,68
958,11,1,9.907,MAS,C3,67
959,1,12,255.184,MAS,D,70
960,9,1,27.318,MAS,D,72
961,1,4,25.059,FEM,C3,72
962,1,12,1204.087,MAS,C3,67
963,1,3,47.28,FEM,E,71
964,4,3,24.209,MAS,C2,66
965,4,1,10.324,MAS,C3,67
966,1,7,76.002,FEM,D,70
967,1,8,190.709,MAS,C3,72
968,1,10,118.374,FEM,D,77
969,2,5,65.389,FEM,C3,76
970,1,9,107.578,MAS,D,68
971,12,1,1.55,MAS,ABC1,68
972,6,3,48.25,MAS,D,67
973,1,5,50.424,MAS,D,67
974,3,9,236.301,FEM,C3,65
975,10,1,4.731,FEM,E,68
976,3,7,79.525,MAS,D,65
977,1,3,12.507,FEM,E,73
978,1,5,296.205,FEM,ABC1,76
979,2,2,22.706,FEM,E,67
980,8,2,45.306,FEM,D,70
981,2,3,19.988,MAS,C3,65
982,1,11,380.362,MAS,C3,66
983,1,10,191.378,MAS,C2,69
984,1,11,93.816,MAS,C3,72
985,1,1,2.626,MAS,E,72
986,2,4,32.671,FEM,C3,65
987,10,1,23.409,MAS,ABC1,66
988,7,4,59.126,MAS,ABC1,65
989,6,2,6.741,FEM,D,66
990,10,1,5.874,MAS,C3,65
991,1,5,74.702,MAS,C3,69
992,1,11,37.6,MAS,D,69
993,2,6,91.613,FEM,C3,72
994,1,1,0.832,MAS,E,72
995,1,5,31.003,FEM,C3,73
996,1,1,25.1,FEM,C3,73
997,10,1,4.622,FEM,C3,72
998,1,4,36.595,MAS,C3,65
999,2,4,77.857,MAS,C3,69
1000,3,5,26.437,MAS,D,70
1001,1,2,55.066,FEM,E,73
1002,2,3,30.727,FEM,C3,68
1003,2,9,203.835,MAS,D,71
1004,5,1,6.199,FEM,D,71
1005,3,4,39.711,FEM,E,69
1006,2,4,153.529,FEM,,75
1007,2,3,34.608,FEM,C2,68
1008,1,6,54.664,FEM,C3,75
1009,1,4,67.706,FEM,ABC1,72
1010,1,3,588.211,MAS,C3,73
1011,1,8,235.521,FEM,E,73
1012,5,4,7.303,MAS,C3,65
1013,2,3,23.824,MAS,C3,70
1014,12,1,6.714,FEM,D,73
1015,2,7,138.692,FEM,C3,65
1016,3,10,298.887,FEM,D,65
1017,1,2,9.531,MAS,D,71
1018,3,6,52.632,MAS,ABC1,66
1019,2,1,2.933,FEM,D,75
1020,3,2,15.858,MAS,D,67
1021,2,5,44.244,MAS,C3,65
1022,5,2,18.892,MAS,C3,68
1023,1,12,550.573,MAS,C3,70
1024,1,6,95.676,FEM,C2,69
1025,1,2,2.334,MAS,D,67
1026,6,3,14.067,MAS,D,69
1027,1,1,10.195,MAS,D,69
1028,1,2,74.643,MAS,E,70
1029,1,11,183.837,MAS,D,67
1030,1,9,39.937,FEM,C3,70
1031,1,7,87.169,MAS,D,66
1032,4,3,12.711,FEM,C3,70
1033,1,4,58.194,FEM,,69
1034,2,1,8.395,FEM,C3,74
1035,5,1,4.361,MAS,D,71
1036,6,1,3.017,MAS,D,69
1037,4,6,87.828,FEM,E,70
1038,2,4,34.029,FEM,D,73
1039,3,6,48.751,MAS,C3,70
1040,1,2,31.602,FEM,ABC1,60
1041,11,1,5.034,FEM,D,70
1042,2,2,36.516,FEM,D,67
1043,5,1,18.676,MAS,ABC1,67
1044,1,10,152.408,FEM,ABC1,70
1045,1,6,101.787,FEM,D,70
1046,2,2,48.941,FEM,D,71
1047,1,2,2.52,FEM,C3,72
1048,1,8,124.168,FEM,E,72
1049,4,5,178.674,FEM,D,74
1050,3,3,6.521,MAS,C3,70
1051,2,2,143.303,MAS,D,70
1052,3,1,34.118,FEM,E,68
1053,3,1,12.589,MAS,C3,66
1054,10,1,0.849,FEM,D,68
1055,1,12,336.516,FEM,E,70
1056,11,1,7.692,MAS,D,71
1057,1,10,988.708,MAS,C3,70
1058,1,12,155.006,FEM,D,79
1059,1,7,73.953,FEM,C3,72
1060,1,5,137.397,FEM,C2,70
1061,1,7,216.655,MAS,E,73
1062,2,1,23.782,MAS,D,69
1063,1,11,668.526,FEM,C3,70
1064,1,4,36.176,MAS,C2,66
1065,1,12,686.854,MAS,C3,64
1066,2,1,33.809,MAS,C3,65
1067,1,4,57.289,FEM,C3,74
1068,10,2,28.311,FEM,E,70
1069,1,10,290.257,FEM,C3,67
1070,1,9,397.008,FEM,C3,69
1071,6,2,4.857,FEM,C3,71
1072,1,6,76.894,FEM,C3,71
1073,1,4,118.193,FEM,D,73
1074,1,10,202.158,MAS,C3,71
1075,1,12,1900.783,FEM,ABC1,82
1076,11,1,6.202,FEM,C3,77
1077,1,9,174.797,FEM,E,70
1078,3,3,74.194,FEM,C3,62
1079,2,8,112.024,MAS,D,70
1080,1,11,133.913,MAS,C3,69
1081,1,11,158.849,MAS,E,65
1082,1,7,385.512,MAS,ABC1,66
1083,1,7,86.383,FEM,E,72
1084,1,1,8.492,MAS,C3,70
1085,3,5,123.82,MAS,C3,70
1086,1,6,368.824,FEM,C3,68
1087,1,12,265.295,FEM,ABC1,61
1088,2,3,33.924,MAS,E,71
1089,5,2,84.357,FEM,C2,63
1090,4,1,36.958,MAS,C3,67
1091,2,4,44.375,MAS,C3,67
1092,9,3,17.092,MAS,D,70
1093,1,4,89.218,FEM,C3,67
1094,10,2,3.387,MAS,E,70
1095,5,3,55.72,MAS,E,70
1096,1,12,1067.783,MAS,D,70
1097,9,1,63.887,FEM,C3,69
1098,1,5,32.59,MAS,C3,69
1099,7,1,13.896,MAS,D,69
1100,8,3,10.176,MAS,,69
1101,3,4,39.753,FEM,E,70
1102,3,1,6.042,FEM,C3,66
1103,1,4,77.505,MAS,C3,69
1104,1,6,212.792,MAS,ABC1,70
1105,1,9,73.606,FEM,C3,72
1106,1,8,169.782,FEM,D,72
1107,1,7,44.582,FEM,E,69
1108,1,10,115.325,FEM,E,70
1109,1,10,335.091,FEM,C3,76
1110,1,4,91.352,MAS,ABC1,62
1111,1,8,98.599,FEM,D,71
1112,1,1,1.777,FEM,D,69
1113,11,1,5.034,MAS,ABC1,66
1114,1,4,68.982,MAS,C3,65
1115,1,5,32.493,FEM,C3,69
1116,2,3,37.248,MAS,C3,69
1117,1,10,101.577,MAS,D,69
1118,1,4,12.689,MAS,E,69
1119,3,3,85.201,FEM,C3,68
1120,1,11,218.003,MAS,E,66
1121,1,8,99.892,MAS,C3,65
1122,1,6,172.22,FEM,C3,72
1123,1,9,168.542,MAS,C3,68
1124,2,5,76.721,MAS,ABC1,70
1125,2,2,11.062,MAS,C3,65
1126,2,5,80.247,FEM,C3,72
1127,2,8,133.243,MAS,C3,67
1128,1,10,217.29,MAS,C3,67
1129,1,5,43.232,MAS,E,67
1130,4,4,77.429,MAS,D,69
1131,7,2,11.218,MAS,C2,68
1132,7,6,87.546,MAS,D,66
1133,1,7,179.44,FEM,C3,69
1134,4,1,4.63,MAS,D,65
1135,4,1,4.216,MAS,ABC1,70
1136,1,12,502.511,MAS,C3,68
1137,1,9,211.95,MAS,D,67
1138,1,10,145.509,FEM,C3,68
1139,1,6,50.324,MAS,ABC1,65
1140,12,1,1.929,MAS,D,70
1141,1,7,449.497,MAS,C3,64
1142,1,1,17.862,MAS,E,69
1143,1,11,348.989,FEM,C3,72
1144,1,12,524.902,FEM,ABC1,65
1145,2,4,28.576,MAS,D,70
1146,4,7,48.292,MAS,C3,69
1147,1,10,641.969,MAS,ABC1,64
1148,1,3,40.73,FEM,C3,71
1149,3,1,1.703,MAS,ABC1,63
1150,1,9,288.845,FEM,C3,66
1151,1,10,104.555,MAS,C3,67
1152,1,10,93.913,MAS,D,65
1153,2,9,110.261,FEM,D,72
1154,1,1,9.063,FEM,D,70
1155,2,5,31.933,MAS,D,67
1156,3,5,50.454,MAS,C3,68
1157,1,12,1328.918,FEM,C3,65
1158,1,3,20.75,MAS,D,70
1159,1,10,358.322,FEM,D,71
1160,1,3,31.775,FEM,E,68
1161,1,12,1185.689,FEM,C2,58
1162,2,3,65.149,MAS,C3,65
1163,1,5,100.029,MAS,C3,69
1164,4,3,38.506,MAS,C3,71
1165,1,9,239.972,FEM,ABC1,58
1166,1,4,29.28,MAS,C3,66
1167,1,3,16.114,MAS,D,69
1168,1,3,74.639,MAS,E,66
1169,3,2,31.753,MAS,D,70
1170,1,9,145.004,FEM,C3,70
1171,1,8,152.499,FEM,C3,66
1172,4,6,463.251,FEM,C2,68
1173,2,1,16.376,MAS,ABC1,65
1174,3,1,9.458,MAS,ABC1,66
1175,2,2,6.152,FEM,D,72
1176,5,7,152.583,FEM,C2,67
1177,1,10,154.621,MAS,C3,67
1178,2,3,66.836,FEM,C3,65
1179,2,7,452.271,FEM,ABC1,69
1180,1,11,199.923,MAS,C3,67
1181,1,12,419.911,FEM,D,64
1182,3,1,3.025,FEM,D,71
1183,5,3,33.824,MAS,ABC1,69
1184,1,12,191.841,MAS,C3,65
1185,1,8,165.539,MAS,D,70
1186,10,1,2.168,FEM,C3,67
1187,4,1,36.188,MAS,D,71
1188,3,6,62.859,FEM,E,70
1189,8,2,18.155,MAS,D,67
1190,1,4,200.516,MAS,C3,70
1191,1,12,729.441,MAS,C3,67
1192,5,1,2.252,MAS,E,70
1193,1,10,301.355,FEM,ABC1,71
1194,1,10,351.887,FEM,C3,68
1195,1,2,22.227,FEM,C3,71
1196,6,3,26.753,MAS,ABC1,68
1197,1,1,29.634,FEM,C3,68
1198,2,6,345.459,FEM,C3,66
1199,1,4,59.861,MAS,D,69
1200,5,1,3.764,MAS,,67
1201,1,7,182.05,FEM,C2,69
1202,2,2,15.782,FEM,D,66
1203,1,10,807.23,MAS,C3,65
1204,11,2,74.423,FEM,C3,69
1205,5,7,88.95,FEM,E,71
1206,1,12,218.493,MAS,C3,67
1207,1,7,205.562,MAS,C2,67
1208,1,2,5.676,FEM,C3,69
1209,1,4,135.622,FEM,C3,66
1210,1,5,19.025,FEM,D,66
1211,2,2,8.387,MAS,D,68
1212,1,12,148.131,FEM,C3,64
1213,2,4,65.187,FEM,E,67
1214,1,5,193.781,MAS,D,66
1215,1,7,145.691,FEM,C2,70
1216,4,2,41.395,MAS,C2,68
1217,1,1,19.594,FEM,D,72
1218,1,12,496.119,MAS,C3,63
1219,1,12,483.9,FEM,C3,68
1220,1,11,558.885,MAS,C2,62
1221,1,9,227.319,FEM,C3,64
1222,9,2,22.756,MAS,C3,66
1223,1,5,104.513,MAS,C2,68
1224,3,2,32.151,FEM,C3,64
1225,9,1,2.849,FEM,D,69
1226,1,1,13.124,FEM,E,71
1227,1,2,5.812,FEM,E,65
1228,2,6,66.384,FEM,C3,65
1229,1,4,82.261,FEM,ABC1,78
1230,1,7,142.208,MAS,D,68
1231,1,11,1729.172,FEM,ABC1,61
1232,4,2,15.49,MAS,C3,70
1233,2,2,15.335,FEM,C3,64
1234,3,2,33.639,FEM,D,69
1235,1,3,113.287,FEM,C3,75
1236,2,7,140.774,FEM,C2,70
1237,3,1,7.387,MAS,C3,63
1238,2,10,127.797,FEM,C3,67
1239,1,5,131.075,FEM,ABC1,69
1240,2,4,22.706,MAS,E,68
1241,1,9,63.56,FEM,E,74
1242,1,8,143.844,MAS,C3,66
1243,1,12,387.15,MAS,C3,65
1244,1,2,12.619,MAS,E,68
1245,1,2,9.307,MAS,D,67
1246,1,2,9.233,MAS,C3,67
1247,1,5,66.03,FEM,ABC1,72
1248,1,4,13.229,FEM,C3,69
1249,1,8,91.8,FEM,,71
1250,1,8,200.761,MAS,D,63
1251,2,5,118.803,FEM,C3,68
1252,1,4,54.005,MAS,D,70
1253,1,8,241.453,MAS,C3,65
1254,4,1,42.679,FEM,C3,67
1255,4,1,5.058,MAS,C3,64
1256,1,7,128.626,FEM,D,70
1257,5,1,26.475,MAS,D,65
1258,2,10,340.355,FEM,E,73
1259,1,12,661.551,MAS,C3,67
1260,1,7,56.506,FEM,D,67
1261,1,5,129.085,MAS,C3,67
1262,1,11,642.866,MAS,C3,64
1263,1,9,60.813,MAS,C3,66
1264,1,3,142.568,FEM,,74
1265,2,1,18.824,FEM,C3,70
1266,4,7,166.012,FEM,ABC1,65
1267,1,8,118.421,MAS,C3,66
1268,5,1,6.697,FEM,E,68
1269,1,9,208.599,MAS,C3,66
1270,5,1,5.101,FEM,D,64
1271,1,12,814.279,MAS,ABC1,66
1272,1,8,173.361,MAS,D,66
1273,2,6,66.726,MAS,E,68
1274,2,4,36.687,MAS,ABC1,69
1275,1,3,25.445,FEM,E,72
1276,5,1,10.067,FEM,C3,69
1277,3,6,34.82,FEM,D,69
1278,1,7,194.166,FEM,C3,67
1279,1,3,16.542,MAS,C3,69
1280,2,8,174.521,MAS,D,63
1281,6,2,47.148,MAS,C3,66
1282,3,2,2.953,FEM,C3,65
1283,1,1,12.597,FEM,D,69
1284,9,1,2.513,MAS,C2,64
1285,1,7,127.554,FEM,C2,70
1286,1,11,600.754,FEM,D,77
1287,1,7,69.308,FEM,C3,68
1288,11,1,21.45,MAS,C3,64
1289,4,2,5.046,FEM,C3,71
1290,3,4,6.073,MAS,E,67
1291,3,8,78.814,FEM,C3,67
1292,1,1,36.241,FEM,E,67
1293,1,3,18.003,MAS,C3,65
1294,1,11,262.148,MAS,C3,68
1295,1,9,150.777,FEM,E,68
1296,1,10,318.215,MAS,C3,68
1297,5,8,198.378,MAS,C3,67
1298,1,11,234.12,FEM,D,70
1299,1,11,650.423,FEM,C2,63
1300,1,8,301.453,MAS,C2,65
1301,3,3,47.681,MAS,ABC1,66
1302,1,12,153.273,FEM,ABC1,66
1303,1,9,157.046,MAS,ABC1,65
1304,1,12,833.971,FEM,ABC1,76
1305,2,6,88.901,FEM,D,67
1306,1,9,264.843,FEM,C2,66
1307,1,3,21.567,FEM,C3,63
1308,4,3,45.209,MAS,E,66
1309,3,6,61.086,MAS,E,67
1310,1,2,64.082,FEM,C3,65
1311,1,12,74.62,FEM,D,73
1312,2,9,337.702,FEM,C3,66
1313,3,2,16.894,FEM,C3,65
1314,1,9,219.892,MAS,D,67
1315,1,4,58.592,FEM,C3,70
1316,3,1,43.936,FEM,D,62
1317,1,4,32.711,FEM,D,65
1318,2,3,34.909,FEM,E,68
1319,1,11,73.625,FEM,D,66
1320,4,2,27.272,FEM,C3,64
1321,10,1,1.588,FEM,D,71
1322,1,10,44.007,FEM,C3,66
1323,9,1,5.617,FEM,D,73
1324,1,10,235.461,FEM,D,72
1325,9,1,9.151,FEM,ABC1,60
1326,1,11,194.615,FEM,E,64
1327,1,12,355.526,MAS,C3,68
1328,1,3,43.411,FEM,D,68
1329,3,7,93.592,MAS,D,66
1330,1,6,318.303,FEM,ABC1,69
1331,6,1,10.212,FEM,D,73
1332,8,2,30.085,FEM,C3,64
1333,1,10,88.989,MAS,C3,67
1334,2,5,84.046,FEM,C2,67
1335,4,3,19.689,MAS,E,63
1336,1,4,15.647,MAS,C3,66
1337,2,10,87.851,FEM,C3,73
1338,1,8,168.174,FEM,D,70
1339,1,5,67.736,MAS,C3,70
1340,6,4,44.501,FEM,,76
1341,10,1,14.967,MAS,C3,69
1342,1,11,341.812,FEM,ABC1,70
1343,1,5,65.967,MAS,C3,69
1344,1,10,318.855,FEM,D,70
1345,2,5,68.197,MAS,C3,69
1346,4,2,13.908,FEM,E,67
1347,1,9,424.445,FEM,C2,63
1348,1,12,363.687,FEM,C3,66
1349,12,1,21,FEM,D,67
1350,2,1,4.651,MAS,D,69
1351,1,9,173.058,MAS,C3,67
1352,10,2,18.75,MAS,C3,70
1353,1,3,56.086,FEM,E,69
1354,4,7,36.737,FEM,C3,67
1355,1,9,109.042,MAS,C3,67
1356,7,1,3.833,MAS,E,72
1357,1,10,201.266,FEM,C3,66
1358,12,1,21.352,FEM,E,65
1359,1,8,300.891,MAS,ABC1,69
1360,1,6,119.203,MAS,C3,65
1361,3,3,47.123,MAS,C3,62
1362,1,8,52.903,FEM,D,73
1363,1,10,112.787,FEM,C3,73
1364,1,7,118.05,FEM,D,69
1365,1,9,176.428,FEM,E,65
1366,10,2,22.692,FEM,E,77
1367,2,6,250.407,FEM,ABC1,66
1368,1,9,121.294,FEM,C3,64
1369,3,5,98.557,FEM,C3,74
1370,1,12,406.179,MAS,C3,68
1371,3,1,6.421,MAS,,68
1372,2,3,23.267,MAS,D,68
1373,1,3,32.825,MAS,D,65
1374,1,11,377.606,MAS,D,68
1375,1,12,1164.233,MAS,C3,68
1376,11,2,13.021,MAS,C2,68
1377,2,1,5.454,FEM,E,65
1378,7,1,3.773,MAS,C3,68
1379,1,11,830.226,MAS,C3,64
1380,1,9,89.404,MAS,C3,65
1381,1,5,129.868,FEM,D,75
1382,8,1,20.144,FEM,,70
1383,3,7,135.983,MAS,D,69
1384,1,1,32.555,FEM,C3,68
1385,1,3,27.757,FEM,C3,65
1386,7,1,12.63,FEM,C2,69
1387,1,3,95.616,MAS,D,67
1388,1,3,13.032,MAS,C3,70
1389,1,9,406.156,FEM,ABC1,66
1390,1,6,53.773,MAS,ABC1,63
1391,1,4,88.585,FEM,C3,69
1392,10,1,3.168,MAS,D,64
1393,3,6,25.008,FEM,C3,65
1394,1,1,70.27,FEM,ABC1,59
1395,2,5,78.807,FEM,ABC1,68
1396,4,3,25.882,FEM,C3,69
1397,2,2,28.756,FEM,D,65
1398,3,4,23.836,FEM,ABC1,65
1399,2,1,5.768,FEM,C2,63
1400,5,2,97.646,MAS,D,66
1401,2,11,343.415,FEM,C2,65
1402,1,9,88.939,FEM,D,68
1403,6,1,1.168,FEM,E,73
1404,2,7,273.867,FEM,,78
1405,1,1,6.796,FEM,C3,73
1406,1,4,27.515,MAS,C3,66
1407,4,1,3.353,FEM,D,65
1408,2,5,69.945,FEM,E,67
1409,1,9,241.61,MAS,C3,68
1410,1,12,332.527,FEM,E,72
1411,1,12,233.317,MAS,C3,66
1412,1,11,216.333,FEM,C3,63
1413,1,6,132.598,FEM,C3,67
1414,1,11,320.904,FEM,C3,68
1415,1,2,135.79,FEM,C3,68
1416,11,2,37.531,FEM,D,65
1417,12,1,1.866,MAS,C3,69
1418,1,3,36.119,FEM,C2,69
1419,1,6,82.593,MAS,D,64
1420,1,3,24.989,FEM,D,68
1421,2,8,96.934,FEM,,75
1422,4,2,19.041,MAS,D,62
1423,1,3,52.019,FEM,D,69
1424,3,4,307.682,FEM,ABC1,59
1425,3,5,155.452,FEM,C2,65
1426,1,10,739.282,MAS,ABC1,58
1427,1,7,98.641,FEM,D,68
1428,3,7,219.363,FEM,ABC1,64
1429,2,5,23.029,MAS,C3,65
1430,12,1,0.916,FEM,C3,70
1431,5,3,78.003,MAS,D,66
1432,1,9,76.401,FEM,D,78
1433,5,4,49.224,MAS,C3,64
1434,3,5,289.567,FEM,ABC1,67
1435,1,3,77.039,FEM,D,71
1436,1,12,217.919,MAS,C3,67
1437,1,4,25.445,MAS,E,64
1438,1,6,36.254,FEM,E,71
1439,1,8,212.689,FEM,C3,62
1440,1,8,220.358,MAS,ABC1,64
1441,1,3,97.258,MAS,D,69
1442,1,6,51.404,FEM,C3,69
1443,1,4,27.793,FEM,D,69
1444,1,5,97.539,FEM,C2,65
1445,4,5,53.874,MAS,C3,68
1446,2,11,526.854,MAS,C3,64
1447,7,2,7.32,FEM,C3,61
1448,2,10,229.613,FEM,E,62
1449,2,5,50.269,FEM,ABC1,64
1450,1,3,34.18,FEM,C2,65
1451,2,3,23.613,MAS,C3,69
1452,1,9,134.81,FEM,C3,68
1453,1,12,794.975,MAS,C3,63
1454,1,3,10.64,FEM,D,67
1455,1,8,652.083,MAS,ABC1,65
1456,2,5,75.781,FEM,C3,69
1457,1,9,192.391,MAS,D,68
1458,1,10,479.933,MAS,ABC1,66
1459,1,12,601.956,MAS,C2,61
1460,2,6,175.803,MAS,C2,68
